data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65
0,0.149377593360996,0.137931034482759,0.176470588235294,0,0.285714285714286,0,0.706031555768427,0.809932845496113,0.383490042053553,0.428570483747493,0.428571428571429,0.428571428571429,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0
1,0.033195020746888,0.0551724137931034,0.0588235294117647,0,0,0,0,0,0,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
0,0.04149377593361,0.0620689655172414,0.117647058823529,0,0.142857142857143,0,0.738649528696908,0.781259863166014,0.243513449178767,0.0476174729124883,0.0476190476190476,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.0769230769230769,0.05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.033195020746888,0.0551724137931034,0.0588235294117647,0,0.142857142857143,0,0.914662435685809,0,0.200438387685546,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
1,0.311203319502075,0.386206896551724,0.411764705882353,0,0,0,0,0,0,0.000494379124304108,0.000496031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0539419087136929,0.0896551724137931,0.0588235294117647,0,0.285714285714286,0,0.912350736185339,0.847923940119384,0.191868999444651,0.0119031281467066,0.0119047619047619,0.0119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0622406639004149,0.103448275862069,0.117647058823529,0,0.285714285714286,0,0.627880594299406,0.843029381916386,0.18043323018329,0.285713104684366,0.0119047619047619,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.112033195020747,0.096551724137931,0.176470588235294,0,0.142857142857143,0.4,0.839657954092427,0.797346838688404,0.704832182813616,0.00595073735240964,0.00297619047619048,0.00297619047619048,0,0.222222222222222,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0622406639004149,0.103448275862069,0.0588235294117647,0,0.285714285714286,0,0.917937343311474,0.851186978921383,0.212578354360147,0.0119031281467066,0.0119047619047619,0.0119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.112033195020747,0.0827586206896552,0.117647058823529,0,0.285714285714286,0,0,0,0,0.142854072179352,0.00595238095238095,0,0,0.111111111111111,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.153846153846154,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
1,0.0829875518672199,0.137931034482759,0.0588235294117647,0,0.428571428571429,0.1,0.91825841268654,0.851653127321668,0.213768547171382,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496031746031746,0
0,0.107883817427386,0.110344827586207,0.117647058823529,0,0.285714285714286,0.1,0.706288411268479,0.765998358769202,0.21067404586217,0.0238079097353005,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.199170124481328,0.0896551724137931,0.176470588235294,0,0.285714285714286,0,0.637964848254599,0.846408957818456,0.13139728636039,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
1,0.033195020746888,0.0551724137931034,0.0588235294117647,0,0.142857142857143,0,0.914598221810796,0,0.200200349123299,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
0,0.0912863070539419,0.144827586206897,0.117647058823529,0,0.285714285714286,0,0.65780693563363,0.736859228038817,0.291369118463932,0.142855725621239,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.116182572614108,0.0620689655172414,0.176470588235294,0,0.285714285714286,0,0.789635345457265,0.849905070820598,0.171863841942395,0.0238079097353005,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.107883817427386,0.0482758620689655,0.117647058823529,0,0.285714285714286,0,0,0,0,0.0238079097353005,0.0238095238095238,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.170124481327801,0.0896551724137931,0.117647058823529,0,0.142857142857143,0,0.608747535123664,0.840232491514673,0.457520034912396,0.285713104684366,0.00148809523809524,0.0118187830687831,0,0.222222222222222,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333333333,0.153846153846154,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139550264550265,0,0
0,0.157676348547718,0.0896551724137931,0.176470588235294,0,0,0,0,0,0,0.285713104684366,0.0714285714285714,0,0,0.277777777777778,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.384615384615385,0.25,0.333333333333333,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0
1,0.12448132780083,0.0896551724137931,0.117647058823529,0,0.285714285714286,0,0,0,0,0.00059358563754239,0.000595238095238095,0.000595238095238095,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000595238095238095,0
0,0.0663900414937759,0.103448275862069,0.117647058823529,0,0.428571428571429,0,0.671610243183289,0.788951311770725,0.451569070856219,0.00297454195526117,0.00297619047619048,0.00297619047619048,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0,0
1,0.431535269709544,0.0827586206896552,0.176470588235294,0,0,0.1,0.87388394947438,0.812491805985144,0.152820756962628,0.142855725621239,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0
1,0.215767634854772,0.0551724137931034,0.0588235294117647,0,0.142857142857143,0.2,0.818855334166346,0.838013430900777,0.193059192255886,0.142855725621239,0.0238095238095238,0.0238095238095238,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.029045643153527,0.0482758620689655,0.0588235294117647,0,0.142857142857143,0,0.914726649560822,0,0.200676426247793,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
0,0.12448132780083,0.2,0.117647058823529,0,0.428571428571429,0.1,0.747513719026854,0.849322385320241,0.18948861382218,0.142855725621239,0.142857142857143,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.103734439834025,0.16551724137931,0.117647058823529,0,0.142857142857143,0.3,0.875874579599785,0.817386364188143,0.143775291597239,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
0,0.190871369294606,0.0620689655172414,0.117647058823529,0,0.142857142857143,0,0.401914643706647,0.847690865919241,0.29970046814258,0.285713104684366,9.92063492063492e-05,0,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.384615384615385,0.25,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0,0
0,0.0497925311203319,0.0758620689655172,0.176470588235294,0,0.142857142857143,0.1,0.706609480643544,0.832885798497637,0.211864238673406,0.000494379124304108,0.000496031746031746,0.000496031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.033195020746888,0.0551724137931034,0.0588235294117647,0,0.142857142857143,0,0.914662435685809,0,0.200438387685546,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
0,0.190871369294606,0.0896551724137931,0.176470588235294,0,0.142857142857143,0,0.608747535123664,0.840232491514673,0.457520034912396,0.28570483747493,0.00147982804232804,0.0118105158730159,0,0.222222222222222,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333333333,0.153846153846154,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138723544973545,0,0
1,0.0912863070539419,0.0620689655172414,0.117647058823529,0,0.285714285714286,0,0.789635345457265,0.849905070820598,0.171863841942395,0.0238079097353005,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.116182572614108,0.117241379310345,0.117647058823529,0,0.285714285714286,0,0.800297524287576,0.758423447264562,0.211388161548911,0.285713104684366,0.0119047619047619,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0497925311203319,0.0758620689655172,0.117647058823529,0,0.285714285714286,0,0.700637590267331,0.83568268889935,0.537500991827417,0.285713104684366,0.285714285714286,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16597510373444,0.0827586206896552,0.117647058823529,0,0.285714285714286,0.1,0.727928487147875,0.778579509864372,0.63842934222018,0.142837537760479,0.00595238095238095,0,0,0.111111111111111,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.153846153846154,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593419312169312,0,0
0,0.0622406639004149,0.096551724137931,0.117647058823529,0,0.142857142857143,0.1,0.820781750416738,0.845127049717671,0.200200349123299,0.142855725621239,0.0238095238095238,0.0238095238095238,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0
0,0.16597510373444,0.0827586206896552,0.176470588235294,0,0.428571428571429,0.2,0,0,0,0.142855725621239,0.142857142857143,0,0,0.222222222222222,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.230769230769231,0.15,0.333333333333333,0,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.323651452282158,0.406896551724138,0.411764705882353,0,0,0,0,0,0,0.000494379124304108,0.000496031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.149377593360996,0.0620689655172414,0.176470588235294,0,0,0,0,0,0,0.57142786281062,0.00628306878306878,0,0,0.111111111111111,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.178423236514523,0.110344827586207,0.117647058823529,0,0.285714285714286,0,0.702435578767696,0.755160408462563,0.196391732127345,0.285713104684366,0.142857142857143,0.142857142857143,0,0.666666666666667,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0
0,0.103734439834025,0.16551724137931,0.117647058823529,0,0.142857142857143,0.1,0.885378233101715,0.837314208300349,0.179004998809807,0.142855725621239,0.0238095238095238,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0
1,0.029045643153527,0.0482758620689655,0.0588235294117647,0,0.142857142857143,0,0.885570874726754,0.850487756320955,0.179719114496548,0.142855725621239,0.00595238095238095,0.00595238095238095,0,0.111111111111111,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0995850622406639,0.16551724137931,0.117647058823529,0,0.285714285714286,0,0.68849849231172,0.851536590221597,0.231611521066413,0.285713104684366,0.0119047619047619,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.132780082987552,0.110344827586207,0.117647058823529,0,0,0,0,0,0,0.142855725621239,0.142857142857143,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142855489417989,0,0
1,0.0580912863070539,0.096551724137931,0.0588235294117647,0,0.142857142857143,0.1,0.918194198811527,0.851536590221597,0.213530508609135,0.285713104684366,0.00595238095238095,0.00595238095238095,0,0.666666666666667,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0580912863070539,0.0896551724137931,0.0588235294117647,0,0.142857142857143,0.1,0.907082522856124,0.840232491514673,0.520114258509879,0.00297454195526117,0.00297619047619048,0.00297619047619048,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0622406639004149,0.096551724137931,0.117647058823529,0,0.142857142857143,0.5,0.647530040053398,0.824961275692782,0.166388955010712,0.0238079097353005,0.0238095238095238,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0
1,0.0497925311203319,0.0827586206896552,0.117647058823529,0,0,0,0,0,0,0.142855725621239,0.0238095238095238,0.0238095238095238,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0663900414937759,0.110344827586207,0.0588235294117647,0,0.142857142857143,0.1,0.873755521724354,0.849205848220169,0.135920019043085,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0663900414937759,0.103448275862069,0.117647058823529,0,0.428571428571429,0,0.684712549264096,0.789067848870796,0.65222566055701,0.285711451242479,0.000992063492063492,0,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.384615384615385,0.25,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148809523809524,0,0
1,0.045643153526971,0.0758620689655172,0.0588235294117647,0,0.142857142857143,0.1,0.918129984936513,0.851420053121526,0.213054431484641,0.00198247682287834,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0497925311203319,0.0758620689655172,0.117647058823529,0,0.285714285714286,0,0.677520595262635,0.74979484614674,0.364446957073786,0.000494379124304108,0.000496031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0539419087136929,0.0896551724137931,0.0588235294117647,0,0.285714285714286,0,0.912350736185339,0.847923940119384,0.191868999444651,0.0118204560523414,0.0119047619047619,0.0119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0497925311203319,0.0827586206896552,0.0588235294117647,0,0.285714285714286,0,0,0,0,0.142855725621239,0.142857142857143,0.142857142857143,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0
1,0.311203319502075,0.386206896551724,0.411764705882353,0,0,0,0,0,0,0.000494379124304108,0.000496031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0622406639004149,0.096551724137931,0.117647058823529,0,0.285714285714286,0,0.738200031571817,0.823562830491926,0.154963104022852,0.0357126913238944,0.0357142857142857,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.153846153846154,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04149377593361,0.0620689655172414,0.117647058823529,0,0.142857142857143,0.2,0.698708498438794,0.783357530967299,0.269459652463699,0.285711451242479,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0580912863070539,0.0896551724137931,0.117647058823529,0,0.285714285714286,0,0.673215590058615,0.79104897957201,0.435610568912164,0.0178555189410035,0.0178571428571429,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0
1,0.029045643153527,0.0482758620689655,0.0588235294117647,0,0.142857142857143,0,0.917808915561448,0,0.212102277235653,9.75530713509778e-05,9.92063492063492e-05,9.92063492063492e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289368597719775,0,9.92063492063492e-05,0
0,0.128630705394191,0.0758620689655172,0.235294117647059,0,0.142857142857143,0,0,0,0,0.00099041169049552,0.000992063492063492,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0497925311203319,0.0758620689655172,0.117647058823529,0,0.142857142857143,0.3,0.698451642938742,0.851536590221597,0.877172101880505,0.00595073735240964,0.00297619047619048,0.00297619047619048,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0,0
1,0.029045643153527,0.0482758620689655,0.0588235294117647,0,0.142857142857143,0,0.914598221810796,0,0.200200349123299,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
1,0.145228215767635,0.0827586206896552,0.117647058823529,0,0.428571428571429,0,0.685996826764357,0.813424102785716,0.135443941918591,0.00595073735240964,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.033195020746888,0.0551724137931034,0.0588235294117647,0,0.142857142857143,0,0.914662435685809,0,0.200438387685546,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
1,0.033195020746888,0.0551724137931034,0.0588235294117647,0,0.142857142857143,0,0.914662435685809,0,0.200438387685546,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
0,0.0829875518672199,0.131034482758621,0.117647058823529,0,0.428571428571429,0.2,0.838823173717258,0.819950180389713,0.267079266841228,0.142855725621239,0.00595238095238095,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04149377593361,0.0620689655172414,0.117647058823529,0,0.142857142857143,0,0.763243442826904,0.776132230762873,0.3346822185194,0.285713104684366,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0871369294605809,0.137931034482759,0.117647058823529,0,0.142857142857143,0.1,0.728185342647927,0.829972370995852,0.726265571689354,0.142855725621239,0.142857142857143,0,0,0.166666666666667,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769230769231,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.033195020746888,0.0551724137931034,0.0588235294117647,0,0.142857142857143,0,0.914598221810796,0,0.200200349123299,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
